2119;2119;29;_GLIBCXX_USE_C99_INTTYPES_WCHAR_T_TR1;1866;1866;1527
782;782;29;__CONCAT;700;700;179
2071;2071;29;_GLIBCXX_HAVE_TANF;1866;1866;1104
1171;1171;29;__SNLK;10;10;102
444;444;29;__SIZEOF_SHORT__;153;153;1
597;597;29;__LARGEFILE_VISIBLE;585;585;277
181;181;29;__FLT32X_DECIMAL_DIG__;153;153;1
511;511;29;__PTRDIFF_TYPE__;153;153;1
492;492;29;__cpp_exceptions;153;153;1
799;799;29;__alloc_align;700;700;259
870;870;29;_T_PTRDIFF_;715;715;138
1056;1056;29;_SYS_TIMESPEC_H_;1055;1055;35
1188;1188;29;stderr;10;10;162
1071;1071;29;FD_ISSET;1045;1045;60
2046;2046;29;_GLIBCXX_HAVE_SINL;1866;1866;1001
429;429;29;__FLT64X_MAX_EXP__;153;153;1
1991;1991;29;_GLIBCXX_HAVE_FLOAT_H;1866;1866;803
2084;2084;29;_GLIBCXX_HAVE_WCTYPE_H;1866;1866;1149
735;735;29;_GCC_SIZE_T;715;715;201
2137;2137;29;_GLIBCXX_USE_ST_MTIM;1866;1866;1604
151;151;29;__TIME__;149;149;1
2177;2177;29;_memalign_r;2155;2155;65
1017;1017;29;_UINTMAX_T_DECLARED;1002;1002;73
673;673;29;__USE_INTERNAL_STAT64;663;663;72
159;159;29;__ATOMIC_ACQUIRE;153;153;1
684;684;29;__EXPORT;663;663;88
885;885;29;_BSD_WCHAR_T_;715;715;274
771;771;29;__GNUCLIKE_MATH_BUILTIN_RELOPS;700;700;145
979;979;29;_REENT_TM;900;900;783
2042;2042;29;_GLIBCXX_HAVE_SINCOSL;1866;1866;989
214;214;29;__LDBL_MAX_EXP__;153;153;1
733;733;29;_SIZE_T_DECLARED;715;715;199
378;378;29;__FLT64X_HAS_DENORM__;153;153;1
952;952;29;_RAND48_MULT_1;900;900;321
645;645;29;_POSIX2_CHAR_TERM;585;585;480
955;955;29;_REENT_EMERGENCY_SIZE;900;900;335
1046;1046;29;_SYS_SELECT_H;1045;1045;2
2139;2139;29;_GLIBCXX_USE_UTIMENSAT;1866;1866;1614
2187;2187;29;EXIT_FAILURE;53;53;60
213;213;29;__GXX_EXPERIMENTAL_CXX0X__;153;153;1
589;589;29;_DEFAULT_SOURCE;585;585;132
888;888;29;_WCHAR_T_H;715;715;277
435;435;29;__FLT_MAX_EXP__;153;153;1
862;862;29;__nosanitizeaddress;700;700;721
1033;1033;29;__machine_host_to_from_network_defined;1022;1022;21
1143;1143;29;__addr_t_defined;1115;1115;73
634;634;29;_POSIX_THREAD_CPUTIME;585;585;459
1187;1187;29;stdout;10;10;161
1873;1873;29;_GLIBCXX_CONST;1866;1866;50
1876;1876;29;_GLIBCXX_VISIBILITY;1866;1866;74
337;337;29;__FLT128_HAS_DENORM__;153;153;1
522;522;29;__cpp_user_defined_literals;153;153;1
899;899;29;_VA_LIST_DEFINED;10;10;47
995;995;29;__ATTRIBUTE_IMPURE_PTR__;900;900;816
308;308;29;__FLT_MIN_EXP__;153;153;1
620;620;29;_POSIX_PRIORITY_SCHEDULING;585;585;444
292;292;29;__amd64;153;153;1
726;726;29;_T_SIZE;715;715;192
791;791;29;__pure2;700;700;244
377;377;29;__LONG_MAX__;153;153;1
505;505;29;__FLT32X_DENORM_MIN__;153;153;1
525;525;29;__FLT32X_MIN__;153;153;1
1016;1016;29;_INTMAX_T_DECLARED;1002;1002;68
1068;1068;29;__fdset_mask;1045;1045;55
482;482;29;__FLT_DENORM_MIN__;153;153;1
678;678;29;_WANT_C99_TIME_FORMATS;663;663;77
232;232;29;__LDBL_HAS_INFINITY__;153;153;1
259;259;29;__cpp_delegating_constructors;153;153;1
367;367;29;__CYGWIN__;153;153;1
194;194;29;__FLT32_HAS_DENORM__;153;153;1
521;521;29;__SIZEOF_LONG_LONG__;153;153;1
783;783;29;__STRING;700;700;180
954;954;29;_RAND48_ADD;900;900;323
1075;1075;29;quad;999;999;52
2158;2158;29;_CYGWIN_WAIT_H;2157;2157;10
1880;1880;29;_GLIBCXX_CONSTEXPR;1866;1866;101
932;932;29;__LOCK_INIT;927;927;22
467;467;29;__GNUC_STDC_INLINE__;153;153;1
660;660;29;__STDC_ISO_10646__;585;585;530
989;989;29;_REENT_WCSRTOMBS_STATE;900;900;793
614;614;29;_POSIX_MAPPED_FILES;585;585;436
287;287;29;__FLT32_MAX__;153;153;1
1013;1013;29;_INT64_T_DECLARED;1002;1002;57
516;516;29;__DEC64_SUBNORMAL_MIN__;153;153;1
1072;1072;29;FD_SET;1045;1045;61
984;984;29;_REENT_WCTOMB_STATE;900;900;788
281;281;29;__INT_LEAST32_MAX__;153;153;1
1939;1939;29;_GLIBCXX_USE_C99_STDIO;1866;1866;611
1974;1974;29;_GLIBCXX_HAVE_EOVERFLOW;1866;1866;746
349;349;29;__INT16_MAX__;153;153;1
469;469;29;__FLT32_EPSILON__;153;153;1
842;842;29;_Nonnull;700;700;628
696;696;29;_NOINLINE_STATIC;552;552;74
752;752;29;__has_attribute;700;700;75
1125;1125;29;be32toh;1116;1116;47
578;578;29;__SYS_CONFIG_H__;576;576;2
1979;1979;29;_GLIBCXX_HAVE_ETIMEDOUT;1866;1866;761
1888;1888;29;_GLIBCXX_THROW;1866;1866;139
1889;1889;29;_GLIBCXX_NOTHROW;1866;1866;149
1898;1898;29;_GLIBCXX_END_NAMESPACE_CXX11;1866;1866;266
836;836;29;__RCSID_SOURCE;700;700;601
1090;1090;29;_ID_T_DECLARED;999;999;135
152;152;29;__TIMESTAMP__;149;149;1
1157;1157;29;__SRD;10;10;83
860;860;29;__requires_unlocked;700;700;706
2077;2077;29;_GLIBCXX_HAVE_UNISTD_H;1866;1866;1125
939;939;29;__lock_acquire_recursive;927;927;32
436;436;29;__ORDER_BIG_ENDIAN__;153;153;1
686;686;29;DEFAULT_LOCALE;663;663;96
477;477;29;__UINT64_TYPE__;153;153;1
1908;1908;29;_GLIBCXX_END_NAMESPACE_ALGO;1866;1866;417
2098;2098;29;_GLIBCXX11_USE_C99_STDLIB;1866;1866;1416
2133;2133;29;_GLIBCXX_USE_RANDOM_TR1;1866;1866;1586
320;320;29;__DEC128_MIN__;153;153;1
285;285;29;__DBL_MAX_EXP__;153;153;1
2090;2090;29;_GLIBCXX_PACKAGE_STRING;1866;1866;1369
908;908;29;_MACHINE__TYPES_H;907;907;4
365;365;29;__SIZEOF_PTRDIFF_T__;153;153;1
2112;2112;29;_GLIBCXX_STDIO_SEEK_CUR;1866;1866;1480
318;318;29;__FLT64_MIN_10_EXP__;153;153;1
345;345;29;__INT_FAST32_TYPE__;153;153;1
690;690;29;_END_STD_C;552;552;22
472;472;29;__INT_FAST8_WIDTH__;153;153;1
837;837;29;__SCCSID;700;700;605
941;941;29;__lock_try_acquire_recursive;927;927;34
485;485;29;__PIC__;153;153;1
1102;1102;29;_CLOCKID_T_DECLARED;999;999;201
339;339;29;__SCHAR_WIDTH__;153;153;1
2109;2109;29;_GLIBCXX_MANGLE_SIZE_T;1866;1866;1462
392;392;29;__SEG_GS;153;153;1
1007;1007;29;_INT16_T_DECLARED;1002;1002;33
1918;1918;29;_GLIBCXX_BEGIN_EXTERN_C;1866;1866;519
2074;2074;29;_GLIBCXX_HAVE_TANL;1866;1866;1113
1775;1775;29;_SYS__LOCALE_H;1774;1774;4
1984;1984;29;_GLIBCXX_HAVE_FABSF;1866;1866;782
821;821;29;__hidden;700;700;481
924;924;29;_TIMER_T_;902;902;197
615;615;29;_POSIX_MEMLOCK_RANGE;585;585;438
2147;2147;29;__need_size_t;53;53;13
553;553;29;_ANSIDECL_H_;552;552;8
342;342;29;__ORDER_PDP_ENDIAN__;153;153;1
381;381;29;__cpp_unicode_literals;153;153;1
305;305;29;__cpp_hex_float;153;153;1
415;415;29;__k8__;153;153;1
1138;1138;29;__timestruc_t_defined;1115;1115;29
740;740;29;__DOTS;700;700;50
2006;2006;29;_GLIBCXX_HAVE_INT64_T_LONG;1866;1866;854
1973;1973;29;_GLIBCXX_HAVE_ENOTSUP;1866;1866;743
491;491;29;__SIZEOF_DOUBLE__;153;153;1
624;624;29;_POSIX_REGEXP;585;585;448
869;869;29;_PTRDIFF_T;715;715;137
1035;1035;29;__htons;1022;1022;43
1059;1059;29;TIMEVAL_TO_TIMESPEC;1055;1055;41
2014;2014;29;_GLIBCXX_HAVE_LDEXPF;1866;1866;887
475;475;29;__FLT32X_MAX__;153;153;1
721;721;29;__size_t__;715;715;187
169;169;29;__FLT32_MIN_EXP__;153;153;1
855;855;29;__unlocks;700;700;693
997;997;29;_GLOBAL_REENT;900;900;835
1159;1159;29;__SRW;10;10;86
1943;1943;29;_GLIBCXX_HAVE_ACOSF;1866;1866;647
294;294;29;__FLT32_HAS_QUIET_NAN__;153;153;1
1986;1986;29;_GLIBCXX_HAVE_FCNTL_H;1866;1866;788
2149;2149;29;__need_NULL;53;53;15
538;538;29;__builtin_va_start;153;153;1
1030;1030;29;_BIG_ENDIAN;1022;1022;17
517;517;29;__DEC128_MANT_DIG__;153;153;1
667;667;29;__SYMBOL_PREFIX;663;663;58
1128;1128;29;htole32;1116;1116;51
265;265;29;__FLT32_HAS_INFINITY__;153;153;1
1066;1066;29;_howmany;1045;1045;45
1864;1864;29;_GLIBCXX_STDLIB_H;1862;1862;34
1198;1198;29;__sclearerr;10;10;721
1168;1168;29;__SORD;10;10;95
604;604;29;_POSIX2_VERSION;585;585;407
920;920;29;unsigned;902;902;146
2103;2103;29;_GLIBCXX98_USE_C99_STDLIB;1866;1866;1437
1113;1113;29;__CPUELT;1108;1108;21
695;695;29;_NOINLINE;552;552;73
336;336;29;__FLOAT_WORD_ORDER__;153;153;1
848;848;29;__datatype_type_tag;700;700;654
831;831;29;__strong_reference;700;700;544
518;518;29;__LDBL_MIN_10_EXP__;153;153;1
433;433;29;__code_model_medium__;153;153;1
850;850;29;__lockable;700;700;678
1032;1032;29;_BYTE_ORDER;1022;1022;19
395;395;29;__SIG_ATOMIC_WIDTH__;153;153;1
1081;1081;29;__u_long_defined;999;999;84
2075;2075;29;_GLIBCXX_HAVE_TGMATH_H;1866;1866;1116
383;383;29;__DEC64_MAX__;153;153;1
2153;2153;29;_NEWLIB_ALLOCA_H;2152;2152;8
1001;1001;29;_SYS_TYPES_H;999;999;44
935;935;29;__lock_init_recursive;927;927;28
344;344;29;__FLT32_MAX_10_EXP__;153;153;1
380;380;29;__FLT_HAS_INFINITY__;153;153;1
255;255;29;__GNUC__;153;153;1
425;425;29;__FLT32_DECIMAL_DIG__;153;153;1
1955;1955;29;_GLIBCXX_HAVE_COMPLEX_H;1866;1866;689
812;812;29;__fastcall;700;700;400
479;479;29;__INTMAX_MAX__;153;153;1
1104;1104;29;_TIMER_T_DECLARED;999;999;207
621;621;29;_POSIX_RAW_SOCKETS;585;585;445
1155;1155;29;__SLBF;10;10;81
326;326;29;__UINT8_TYPE__;153;153;1
500;500;29;__GNUC_MINOR__;153;153;1
964;964;29;_REENT_CHECK_TM;900;900;767
1077;1077;29;_IN_PORT_T_DECLARED;999;999;61
1088;1088;29;__caddr_t_defined;999;999;124
412;412;29;__FLT64_HAS_INFINITY__;153;153;1
356;356;29;__FLT_RADIX__;153;153;1
1173;1173;29;_IOFBF;10;10;114
1091;1091;29;_INO_T_DECLARED;999;999;140
1050;1050;29;_SYS__TIMEVAL_H_;1049;1049;32
1151;1151;29;_SYS_STDIO_H_;1150;1150;10
1174;1174;29;_IOLBF;10;10;115
262;262;29;__BIGGEST_ALIGNMENT__;153;153;1
154;154;29;_CTYPE_H_;153;153;1
529;529;29;__GCC_ATOMIC_SHORT_LOCK_FREE;153;153;1
198;198;29;__DEC64_MAX_EXP__;153;153;1
458;458;29;_LP64;153;153;1
531;531;29;__UINT_FAST8_TYPE__;153;153;1
630;630;29;_POSIX_SPIN_LOCKS;585;585;454
293;293;29;__ATOMIC_HLE_ACQUIRE;153;153;1
805;805;29;__min_size;700;700;368
1887;1887;29;_GLIBCXX_USE_NOEXCEPT;1866;1866;138
1879;1879;29;_GLIBCXX_ABI_TAG_CXX11;1866;1866;92
384;384;29;__INT_FAST32_WIDTH__;153;153;1
427;427;29;__GCC_ATOMIC_TEST_AND_SET_TRUEVAL;153;153;1
450;450;29;__FLT32X_MAX_10_EXP__;153;153;1
499;499;29;__ATOMIC_CONSUME;153;153;1
750;750;29;__unbounded;700;700;67
243;243;29;__INT_WIDTH__;153;153;1
921;921;29;_CLOCK_T_;902;902;179
204;204;29;__FLT64X_MAX_10_EXP__;153;153;1
749;749;29;__bounded;700;700;66
868;868;29;_ANSI_STDDEF_H;715;715;42
1037;1037;29;_QUAD_LOWWORD;1020;1020;10
295;295;29;__GNUG__;153;153;1
1916;1916;29;_GLIBCXX_SYNCHRONIZATION_HAPPENS_BEFORE;1866;1866;512
934;934;29;__lock_init;927;927;27
414;414;29;__SIG_ATOMIC_MIN__;153;153;1
1965;1965;29;_GLIBCXX_HAVE_EIDRM;1866;1866;719
1029;1029;29;_LITTLE_ENDIAN;1022;1022;16
1981;1981;29;_GLIBCXX_HAVE_EWOULDBLOCK;1866;1866;767
1871;1871;29;__GLIBCXX__;1866;1866;37
1878;1878;29;_GLIBCXX_DEPRECATED;1866;1866;85
2019;2019;29;_GLIBCXX_HAVE_LIMIT_RSS;1866;1866;905
755;755;29;__has_builtin;700;700;87
2026;2026;29;_GLIBCXX_HAVE_MACHINE_ENDIAN_H;1866;1866;929
2035;2035;29;_GLIBCXX_HAVE_POSIX_MEMALIGN;1866;1866;965
2037;2037;29;_GLIBCXX_HAVE_POWL;1866;1866;971
2056;2056;29;_GLIBCXX_HAVE_STRTOF;1866;1866;1037
2088;2088;29;_GLIBCXX_PACKAGE_BUGREPORT;1866;1866;1363
2093;2093;29;_GLIBCXX_PACKAGE__GLIBCXX_VERSION;1866;1866;1378
2170;2170;29;WTERMSIG;2157;2157;35
424;424;29;__cpp_decltype;153;153;1
560;560;29;__NEWLIB_MINOR__;556;556;8
437;437;29;__DBL_MANT_DIG__;153;153;1
526;526;29;__LDBL_DIG__;153;153;1
635;635;29;_POSIX_THREAD_PRIORITY_SCHEDULING;585;585;462
1034;1034;29;__htonl;1022;1022;42
534;534;29;__declspec;153;153;1
1099;1099;29;_MODE_T_DECLARED;999;999;190
2163;2163;29;WCONTINUED;2157;2157;17
251;251;29;__has_include_next;153;153;1
1028;1028;29;__BYTE_ORDER;1023;1023;20
930;930;29;_LOCK_T_RECURSIVE_INITIALIZER;927;927;19
2102;2102;29;_GLIBCXX98_USE_C99_STDIO;1866;1866;1433
268;268;29;__cpp_raw_strings;153;153;1
962;962;29;_REENT_CHECK_RAND48;900;900;765
1890;1890;29;_GLIBCXX_THROW_OR_ABORT;1866;1866;154
545;545;29;_Decimal128;153;153;1
1175;1175;29;_IONBF;10;10;116
2018;2018;29;_GLIBCXX_HAVE_LIMIT_FSIZE;1866;1866;902
760;760;29;__GNUCLIKE___TYPEOF;700;700;112
780;780;29;__P;700;700;177
936;936;29;__lock_close;927;927;29
238;238;29;__DEC32_MAX__;153;153;1
2131;2131;29;_GLIBCXX_USE_NANOSLEEP;1866;1866;1573
1120;1120;29;_BITS_BYTESWAP_H;1119;1119;10
978;978;29;_REENT_ASCTIME_BUF;900;900;782
473;473;29;__FXSR__;153;153;1
1086;1086;29;_CLOCK_T_DECLARED;999;999;109
1934;1934;29;_GLIBCXX_TXN_SAFE_DYN;1866;1866;570
2092;2092;29;_GLIBCXX_PACKAGE_URL;1866;1866;1375
1169;1169;29;__SCLE;10;10;97
1041;1041;29;BYTE_ORDER;1020;1020;20
1983;1983;29;_GLIBCXX_HAVE_EXPL;1866;1866;779
2183;2183;29;_pvalloc_r;2155;2155;77
2125;2125;29;_GLIBCXX_USE_FCHMOD;1866;1866;1552
1997;1997;29;_GLIBCXX_HAVE_FREXPL;1866;1866;827
807;807;29;__pure;700;700;373
1927;1927;29;_GLIBCXX_HAVE_DOS_BASED_FILESYSTEM;1921;1921;49
470;470;29;__DBL_DECIMAL_DIG__;153;153;1
714;714;29;___int_least64_t_defined;702;702;206
1992;1992;29;_GLIBCXX_HAVE_FLOORF;1866;1866;806
816;816;29;__restrict;700;700;432
409;409;29;__EXCEPTIONS;153;153;1
236;236;29;__SHRT_WIDTH__;153;153;1
201;201;29;__UINT_LEAST64_MAX__;153;153;1
960;960;29;_REENT_INIT;900;900;703
1105;1105;29;_USECONDS_T_DECLARED;999;999;212
1925;1925;29;_GLIBCXX_PSEUDO_VISIBILITY_hidden;1921;1921;44
533;533;29;__ATOMIC_RELEASE;153;153;1
706;706;29;__have_long64;702;702;31
191;191;29;__DBL_MIN_10_EXP__;153;153;1
857;857;29;__asserts_shared;700;700;698
1052;1052;29;__time_t_defined;1049;1049;43
2001;2001;29;_GLIBCXX_HAVE_HYPOTF;1866;1866;839
364;364;29;__GCC_ATOMIC_WCHAR_T_LOCK_FREE;153;153;1
859;859;29;__requires_shared;700;700;704
943;943;29;__lock_release_recursive;927;927;36
1942;1942;29;_GLIBCXX_USE_FLOAT128;1866;1866;639
544;544;29;_Decimal64;153;153;1
1006;1006;29;__int8_t_defined;1002;1002;27
1124;1124;29;be16toh;1116;1116;46
659;659;29;_XBS5_LPBIG_OFFBIG;585;585;511
298;298;29;__cpp_rvalue_reference;153;153;1
2020;2020;29;_GLIBCXX_HAVE_LIMIT_VMEM;1866;1866;908
1192;1192;29;__VALIST;10;10;174
944;944;29;_ATEXIT_SIZE;900;900;77
2065;2065;29;_GLIBCXX_HAVE_SYS_STAT_H;1866;1866;1083
248;248;29;__FLT64_EPSILON__;153;153;1
416;416;29;__INTPTR_TYPE__;153;153;1
775;775;29;__CC_SUPPORTS___INLINE__;700;700;153
506;506;29;__DBL_MAX_10_EXP__;153;153;1
385;385;29;__CHAR16_TYPE__;153;153;1
2005;2005;29;_GLIBCXX_HAVE_INT64_T;1866;1866;851
2028;2028;29;_GLIBCXX_HAVE_MBSTATE_T;1866;1866;935
2060;2060;29;_GLIBCXX_HAVE_SYS_IPC_H;1866;1866;1059
2100;2100;29;_GLIBCXX98_USE_C99_COMPLEX;1866;1866;1425
969;969;29;_REENT_SIGNGAM;900;900;773
1998;1998;29;_GLIBCXX_HAVE_GETIPINFO;1866;1866;830
454;454;29;__ATOMIC_RELAXED;153;153;1
2027;2027;29;_GLIBCXX_HAVE_MACHINE_PARAM_H;1866;1866;932
